ID,Population_of_Origin,Sex,Exposed,Infection_load,LogZE,Infection_StatusStatus,Died,DOD,Days_Survived,Days_Survived,SVL_mm,Mass_g,Log_mass,SVL_start,Mass_start,Log_mass_start
309,Ogilvies,m,0,0,0,Uninfected,0,1,12/18/2011,89,NA,2.87,0.457881897,26.7,2.56,0.408239965
114,Ogilvies,m,1,142933,5.155135548,Infected,1,1,10/18/2011,28,NA,2.86,0.456366033,28.5,3.22,0.507855872
252,Ogilvies,m,1,192586,5.284626968,Infected,1,1,10/20/2011,30,NA,1.99,0.298853076,28.2,3.08,0.488550717
263,Ogilvies,m,1,277552,5.443345926,Infected,1,1,10/13/2011,23,NA,3.14,0.496929648,29.9,3,0.477121255
231,Ogilvies,m,1,312001,5.494157378,Infected,1,1,10/13/2011,23,NA,2.19,0.340444115,27.3,2.87,0.457881897
405,Ogilvies,m,1,332072,5.521233566,Infected,1,1,10/17/2011,27,NA,2.42,0.383815366,28.2,2.67,0.426511261
89,Ogilvies,m,1,366371,5.563922275,Infected,1,1,10/13/2011,23,NA,1.81,0.257678575,25.8,2.1,0.322219295
322,Ogilvies,m,1,368264,5.566160445,Infected,1,1,10/14/2011,24,NA,2.12,0.326335861,26.3,2.08,0.318063335
136,Ogilvies,m,1,380071,5.579865876,Infected,1,1,10/22/2011,32,NA,1.33,0.123851641,26.2,2.17,0.336459734
18,Ogilvies,m,1,399523,5.601542873,Infected,1,1,10/18/2011,28,30.6,2.97,0.472756449,31.1,3.43,0.53529412
323,Ogilvies,f,1,453716,5.656785052,Infected,1,1,10/14/2011,24,NA,3.79,0.57863921,33.5,3.56,0.551449998
66,Ogilvies,m,1,455774,5.6587505,Infected,1,1,10/23/2011,33,NA,1.85,0.267171728,28.2,2.35,0.371067862
284,Ogilvies,m,1,549689,5.740117836,Infected,1,1,10/13/2011,23,NA,3.01,0.478566496,29.1,3.44,0.536558443
350,Ogilvies,f,1,552079,5.742002014,Infected,1,1,10/14/2011,24,NA,3.33,0.522444234,29.8,3.36,0.526339277
196,Ogilvies,f,1,562288,5.749959588,Infected,1,1,10/13/2011,23,NA,4.43,0.646403726,31.5,3.85,0.58546073
188,Ogilvies,m,1,610257,5.785513481,Infected,1,1,10/20/2011,30,NA,1.32,0.120573931,26.5,1.72,0.235528447
151,Ogilvies,f,1,620529,5.792762783,Infected,1,1,10/18/2011,28,NA,3.65,0.562292864,30.3,3.64,0.561101384
120,Ogilvies,m,1,640914,5.806800436,Infected,1,1,10/19/2011,29,NA,2.18,0.338456494,27.8,2.51,0.399673721
70,Ogilvies,f,1,663955,5.8221393,Infected,1,1,10/12/2011,22,NA,3.65,0.562292864,32.3,3.87,0.587710965
243,Ogilvies,f,1,692329,5.840313151,Infected,1,1,10/19/2011,29,NA,2.18,0.338456494,29.4,2.75,0.439332694
367,Ogilvies,m,1,698222,5.843994151,Infected,1,1,10/17/2011,27,NA,3.2,0.505149978,30,3.17,0.501059262
406,Ogilvies,f,1,723824,5.859633579,Infected,1,1,10/12/2011,22,NA,3.91,0.592176757,33.4,4.54,0.657055853
119,Ogilvies,f,1,760892,5.881323589,Infected,1,1,10/14/2011,24,NA,3.63,0.559906625,31.9,3.51,0.545307116
324,Ogilvies,f,1,800314,5.903260957,Infected,1,1,10/14/2011,24,NA,3.8,0.579783597,33.5,3.61,0.557507202
45,Ogilvies,f,1,828342,5.918210207,Infected,1,1,10/14/2011,24,NA,4.23,0.626340367,33.4,4.5,0.653212514
331,Ogilvies,f,1,829177,5.918647771,Infected,1,1,10/13/2011,23,NA,3.21,0.506505032,30.7,3.43,0.53529412
129,Ogilvies,f,1,830377,5.919275834,Infected,1,1,10/20/2011,30,33,3.61,0.557507202,33.1,4.66,0.668385917
20,Ogilvies,m,1,1163310,6.065695835,Infected,1,1,10/19/2011,29,NA,1.31,0.117271296,23.8,1.61,0.206825876
47,Ogilvies,f,1,1241178,6.093834419,Infected,1,1,10/11/2011,21,NA,3.8,0.579783597,30.9,3.46,0.539076099
257,Ogilvies,m,1,1252185,6.097668844,Infected,1,1,10/14/2011,24,NA,2.8,0.447158031,27.5,2.35,0.371067862
335,Ogilvies,m,1,1387106,6.142109963,Infected,1,1,10/17/2011,27,NA,2.5,0.397940009,27.4,2.78,0.444044796
227,Ogilvies,f,1,1413768,6.150378455,Infected,1,1,10/15/2011,25,NA,1.58,0.198657087,24.6,1.57,0.195899652
363,Ogilvies,f,1,1691355,6.228235028,Infected,1,1,10/18/2011,28,NA,1.87,0.271841607,26.7,2.31,0.36361198
203,Ogilvies,f,1,1716046,6.234529178,Infected,1,1,10/15/2011,25,NA,3.7,0.568201724,31,3.52,0.546542663
339,Ogilvies,m,1,1947171,6.289404316,Infected,1,1,10/15/2011,25,NA,3.27,0.514547753,29.5,4.01,0.603144373
295,Ogilvies,m,1,1992837,6.299471996,Infected,1,1,10/13/2011,23,NA,1.69,0.227886705,27.2,1.78,0.250420002
258,Ogilvies,f,1,2291061,6.360036842,Infected,1,1,10/15/2011,25,NA,3.28,0.515873844,31.6,3.81,0.580924976
288,Ogilvies,f,1,2436714,6.386804737,Infected,1,1,10/13/2011,23,NA,4.01,0.603144373,34.2,3.9,0.591064607
261,Ogilvies,m,1,2512094,6.400036059,Infected,1,1,10/26/2011,36,NA,3.77,0.57634135,32,4.91,0.691081492
281,Ogilvies,m,1,2815366,6.449535016,Infected,1,1,10/16/2011,26,NA,3.36,0.526339277,29,3.59,0.555094449
286,Ogilvies,f,1,3522602,6.546863701,Infected,1,1,10/20/2011,30,NA,3.81,0.580924976,33.6,4.47,0.650307523
200,Ogilvies,m,1,4616369,6.66430061,Infected,1,1,10/17/2011,27,NA,2.39,0.378397901,30.9,3.35,0.525044807
165,Ogilvies,m,1,4720151,6.673955984,Infected,1,1,10/20/2011,30,NA,1.69,0.227886705,36.4,1.98,0.29666519
147,Ogilvies,m,1,4765590,6.678116767,Infected,1,1,10/15/2011,25,NA,3.14,0.496929648,29.7,3.77,0.57634135
248,Ogilvies,f,1,5970139,6.775984515,Infected,1,1,10/16/2011,26,NA,4.72,0.673941999,34.5,5.42,0.733999287
