FrogID,Site,Clutch,Sex,BdExposed,ShamExposed,Mass1,SVL1,2WPEwells06/10,2WPEzseDil06/10,2WPEzseCap06/10,2WPEzseUncap06/10,3WPEwells13/10,3WPEzseDil13/10,3WPEzseCap13/10,3WPEzseUncap13/10,4WPEwells20/10,4WPEzseDil20/10,4WPEzseCap20/10,4WPEzseUncap20/10,5WPEwells27/10,5WPEzseDil27/10,5WPEzseCap27/10,5WPEzseUncap27/10,6WPEwells03/11,6WPEzseDil03/11,6WPEzseCap03/11,6WPEzseUncap03/11,7WPEwells10/11,7WPEzseDil10/11,7WPEzseCap10/11,7WPEzseUncap10/11,8WPEwells17/11,8WPEzseDil17/11,8WPEzseCap17/11,8WPEzseUncap17/11,9WPEwells24/11,9WPEzseDil24/11,9WPEzseCap24/11,9WPEzseUncap24/11,10WPEwells01/12,10WPEzseDil01/12,10WPEzseCap01/12,10WPEzseUncap01/12,11WPEwells08/12,11WPEzseDil08/12,11WPEzseCap08/12,11WPEzseUncap08/12,DeathDate,Deathzsewells,DeathzseDil,DeathzseCap,DeathzseUncap,Mass2,DaysSurv,,,
Lva114,Ogilvies,Ogilvies A,male,1,0,3.22,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2011,3,857.58,>16667,142933,2.86,28,,,
Lva116,Ogilvies,Ogilvies B,female,0,1,4.99,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/12/2011,3,18120.25,>16667,3020102,5.21,Survivor,,,
Lva118,Kiandra,Kiandra B,female,1,0,4.18,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2011,3,219.2,>16667,36534,3.54,45,,,
Lva119,Ogilvies,Ogilvies A,female,1,0,3.51,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,4565.26,>16667,760892,3.63,24,,,
Lva120,Ogilvies,Ogilvies A,male,1,0,2.51,27.8,3,7.96,1327,1327,3,22.98,3830,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,3845.41,>16667,640914,2.18,29,,,
Lva122,Eucumbene,Eucumbene C,male,1,0,2.51,28,3,64.59,10765,10767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,3850.75,>16667,641805,2.2,23,,,
Lva123,Kiandra,Kiandra C,female,0,1,3.78,34.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05,8.3335,8.3335,3,1.15,191.6705,191.6705,3,16.21,2701.7207,2701.7207,3,35.13,5855.1171,5855.1171,3,680.58,>16667,113452.686,3,366.4,>16667,61078.88,,,,,4/12/2011,3,86.33,14389,14389,3.21,75,,,
Lva124,Eucumbene,Eucumbene B,female,1,0,2.75,28.8,3,4.37,728,728,3,153.67,>16667,25616.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,2526.82,>16667,421145,2.91,27,,,
Lva125,Kiandra,Kiandra D,male,1,0,3.24,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,6357.38,>16667,1059585,2.47,27,,,
Lva126,Greymare,Greymare B,female,1,0,4.59,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2011,3,11033.53,>16667,1838958,4.18,22,,,
Lva127,Greymare,Greymare B,male,1,0,3.63,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2011,3,2084,>16667,347340,3.48,28,,,
Lva128,Eucumbene,Eucumbene C,female,0,1,4.01,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,4,Survivor,,,
Lva129,Ogilvies,Ogilvies B,female,1,0,4.66,33.1,3,0.15,25,25,3,7.43,1238,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,4982.16,>16667,830377,3.61,30,,,
Lva130,Greymare,Greymare C,female,1,0,4.19,34.8,3,55.02,9170,9172,3,350.26,>16667,58388.342,3,2128.3,>16667,354787.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,3012.22,>16667,502047,3.69,34,,,
Lva131,Greymare,Greymare A,male,1,0,3.28,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,37076.55,>16667,6179549,2.82,23,,,
Lva132,Eucumbene,Eucumbene A,female,1,0,5.92,30.3,1,0.003,<1,1,3,134.62,>16667,22441.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,8703.9,>16667,1450679,5.87,27,,,
Lva133,Kiandra,Kiandra D,female,0,1,6.24,37.5,0,0,0,0,1,0.003,<1,0.55011,3,0.03,5.0001,5.0001,3,0.25,41.6675,41.6675,3,356.07,>16667,59356.869,3,115.37,>16667,19232.179,3,5138.96,>16667,856664.632,,,,,,,,,,,,,18/11/2011,3,2467.09,>16667,411190,6.02,59,,,
Lva134,Eucumbene,Eucumbene C,female,1,0,4.09,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,2405.12,>16667,400861,3.63,24,,,
Lva135,Kiandra,Kiandra A,male,1,0,3.84,33.2,3,0.65,108,108,3,386.32,>16667,64399.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,11.89,1982,1982,4.3,30,,,
Lva136,Ogilvies,Ogilvies A,male,1,0,2.17,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/10/2011,3,2280.38,>16667,380071,1.33,32,,,
Lva137,Eucumbene,Eucumbene D,male,1,0,3.53,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2011,3,4574.6,>16667,762449,3.08,28,,,
Lva138,Greymare,Greymare B,female,1,0,4.78,35.8,3,0.15,25,25,3,592.31,>16667,98738.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,14932.5,>16667,2488800,4.71,24,,,
Lva140,Eucumbene,Eucumbene B,male,1,0,2.44,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2011,3,780.18,>16667,130033,2.42,22,,,
Lva141,Eucumbene,Eucumbene D,male,1,0,3.24,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,8465.79,>16667,1410993,2.24,24,,,
Lva142,Eucumbene,Eucumbene D,male,1,0,4.02,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,251.48,>16667,41914,3.38,24,,,
Lva144,Kiandra,Kiandra A,male,0,1,2.83,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,3.21,Survivor,,,
Lva145,Eucumbene,Eucumbene A,female,1,0,4.04,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/10/2011,3,3248.51,>16667,541429,3.83,20,,,
Lva146,Greymare,Greymare C,female,1,0,4.12,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,18424.94,>16667,3070885,3.89,30,,,
Lva147,Ogilvies,Ogilvies B,male,1,0,3.77,29.7,3,112.05,18675,18679,3,1251.51,>16667,208626.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2011,3,28592.97,>16667,4765590,3.14,25,,,
Lva148,Kiandra,Kiandra B,female,1,0,3.17,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,345.11,>16667,57519,3.49,34,,,
Lva149,Eucumbene,Eucumbene C,male,1,0,3.23,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,2278.71,>16667,379793,2.49,30,,,
Lva151,Ogilvies,Ogilvies C,female,1,0,3.64,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2011,3,3723.1,>16667,620529,3.65,28,,,
Lva152,Eucumbene,Eucumbene B,female,1,0,4.51,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,37267.85,>16667,6211433,3.59,30,,,
Lva153,Greymare,Greymare B,male,1,0,2.53,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/10/2011,3,47349.94,>16667,7891814,2.8,26,,,
Lva154,Greymare,Greymare B,female,1,0,4.84,35.7,3,22.96,3827,3827,3,147.96,>16667,24664.932,3,2092.39,>16667,348801.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,3328.17,>16667,554706,5.2,31,,,
Lva155,Eucumbene,Eucumbene B,male,1,0,2.54,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,2925.11,>16667,487528,2.96,31,,,
Lva157,Greymare,Greymare D,male,1,0,2.89,29.2,3,233.88,>16667,38988,3,515.17,>16667,85878.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2011,3,8196.98,>16667,1366191,3.28,25,,,
Lva158,Eucumbene,Eucumbene A,female,1,0,4.11,31.4,3,32.29,5382,5383,3,141.86,>16667,23648.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,5163.59,>16667,860616,3.85,29,,,
Lva160,Eucumbene,Eucumbene C,male,0,1,3.63,30.9,0,0,0,0,3,0.17,28,28,3,0.03,5.0001,5.0001,3,0.38,63.3346,63.3346,3,94.22,15703.6474,15703.6474,3,45.46,7576.8182,7576.8182,3,92.4,15400.308,15400.308,,,,,,,,,,,,,22/11/2011,3,1327.14,>16667,221194,2.81,63,,,
Lva162,Kiandra,Kiandra C,female,1,0,8.56,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/10/2011,3,36.94,6157,6157,,16,,,
Lva163,Kiandra,Kiandra D,female,0,1,4.19,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.26,376.6742,376.6742,3,28.12,4686.7604,4686.7604,3,161.21,>16667,26873.707,,,,,,,,,,,,,24/11/2011,3,23897.69,>16667,3983028,3.79,65,,,
Lva164,Greymare,Greymare D,male,1,0,4.06,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,1574.24,>16667,262379,3.81,31,,,
Lva165,Ogilvies,Ogilvies A,male,1,0,1.98,36.4,3,3.77,628,628,3,838.75,>16667,139819.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,28320.34,>16667,4720151,1.69,30,,,
Lva166,Kiandra,Kiandra A,male,1,0,3.54,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,12834.89,>16667,2139191,3.47,36,,,
Lva167,Greymare,Greymare A,male,1,0,2.5,27.5,3,159.96,>16667,26665,3,1671.27,>16667,278600.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,8302.43,>16667,1383766,2.35,30,,,
Lva168,Eucumbene,Eucumbene D,female,0,1,3.9,30.8,0,0,0,0,1,0.01,2,1.667,3,0.01,1.6667,1.6667,3,0.21,35.0007,35.0007,3,0.38,63.3346,63.3346,3,69.04,11506.8968,11506.8968,3,205.1,>16667,34190.17,3,1634.91,>16667,272539.497,,,,,,,,,25/11/2011,3,397.72,>16667,66288,4.13,66,,,
Lva169,Eucumbene,Eucumbene C,female,0,1,3.73,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,3.59,Survivor,,,
Lva170,Kiandra,Kiandra A,female,1,0,6.1,34,3,7.44,1240,1240,3,344.51,>16667,57429.817,3,76.27,12711.9209,12711.9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,14590.2,>16667,2431749,5.75,36,,,
Lva171,Ogilvies,Ogilvies B,female,0,1,5.02,32.4,0,0,0,0,0,0,0,0,3,0.03,5.0001,5.0001,0,0,0,0,3,2.59,431.6753,431.6753,3,23.94,3990.0798,3990.0798,3,26.67,4445.0889,4445.0889,,,,,,,,,,,,,23/11/2011,3,5796.72,>16667,966139,4.21,64,,,
Lva172,Kiandra,Kiandra D,female,0,1,6.26,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/11/2011,3,2610.07,>16667,435020,5.98,54,,,
Lva173,Eucumbene,Eucumbene A,female,1,0,3.17,30.4,3,458.02,>16667,76352,3,637.05,>16667,106196.235,3,641.55,>16667,106946.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,2246.53,>16667,374429,3.31,31,,,
Lva174,Eucumbene,Eucumbene C,female,0,1,4.9,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/12/2011,3,291.73,>16667,48623,4.84,Survivor,,,
Lva175,Kiandra,Kiandra D,male,1,0,3.89,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,15546.08,>16667,2591065,3.54,30,,,
Lva176,Eucumbene,Eucumbene D,female,1,0,3.31,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,1857.26,>16667,309550,3,23,,,
Lva177,Eucumbene,Eucumbene B,male,1,0,3.12,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2011,3,10861.01,>16667,1810205,2.83,28,,,
Lva178,Kiandra,Kiandra C,male,1,0,3.3,28.8,3,2.28,380,380,3,41.34,6890,6890,3,23.59,3931.7453,3931.7453,3,137.49,>16667,22919.583,3,37.44,6240.1248,6240.1248,3,158.5,>16667,26421.95,3,81.87,13645.2729,13645.2729,,,,,,,,,,,,,18/11/2011,3,4091.54,>16667,681937,2.53,59,,,
Lva179,Kiandra,Kiandra B,female,0,1,3.25,31.5,0,0,0,0,0,0,0,0,1,0.0067,<2,1.11689,2,0.02,<4,3.334,3,16.19,2698.3873,2698.3873,3,159.86,>16667,26648.662,3,186.86,>16667,31149.562,,,,,,,,,,,,,24/11/2011,3,452.39,>16667,75400,2.87,65,,,
Lva180,Greymare,Greymare B,female,0,1,3.73,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,3,52.72,8787,8787,3.43,Survivor,,,
Lva181,Eucumbene,Eucumbene C,male,0,1,3.75,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,2,0.01,1,1,3.44,Survivor,,,
Lva182,Eucumbene,Eucumbene A,female,1,0,3.3,26.8,3,18.73,3122,3122,3,246.9,>16667,41158.23,3,296.13,>16667,49364.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,2815.46,>16667,469253,2.27,36,,,
Lva183,Eucumbene,Eucumbene C,male,1,0,3.86,29.6,3,4.35,725,725,3,1488.44,>16667,248122.948,3,4073.72,>16667,679089.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,773.84,>16667,128976,3.08,31,,,
Lva185,Eucumbene,Eucumbene C,male,1,0,3.19,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/10/2011,3,245.59,>16667,40932,2.7,33,,,
Lva186,Kiandra,Kiandra C,male,1,0,2.83,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,2.12,353,353,2.93,31,,,
Lva187,Kiandra,Kiandra D,male,1,0,3.19,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2011,3,764.9,>16667,127486,2.66,39,,,
Lva188,Ogilvies,Ogilvies C,male,1,0,1.72,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,3661.47,>16667,610257,1.32,30,,,
Lva189,Eucumbene,Eucumbene B,female,1,0,4.36,31.1,3,2.86,477,477,3,101.93,>16667,16991.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,17568.39,>16667,2928124,4.55,27,,,
Lva190,Kiandra,Kiandra A,female,1,0,4.06,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,2.36,393,393,3.74,31,,,
Lva191,Kiandra,Kiandra C,male,0,1,2.6,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,3.02,Survivor,,,
Lva192,Greymare,Greymare A,female,1,0,3.57,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,2695.18,>16667,449206,3.06,24,,,
Lva193,Eucumbene,Eucumbene D,male,1,0,4.06,31.8,3,94.62,15770,15773,3,875.37,>16667,145924.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,11933.61,>16667,1988975,3.04,29,,,
Lva194,Kiandra,Kiandra B,male,1,0,2.03,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/10/2011,3,1.84,307,307,2.12,40,,,
Lva195,Eucumbene,Eucumbene B,female,1,0,2.39,28.6,3,0.43,72,72,3,141.42,>16667,23574.714,3,59.15,9858.5305,9858.5305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2011,3,5750.1,>16667,958369,2.64,35,,,
Lva196,Ogilvies,Ogilvies B,female,1,0,3.85,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,3373.66,>16667,562288,4.43,23,,,
Lva197,Eucumbene,Eucumbene A,female,1,0,2.41,27.6,3,37.17,6195,6196,3,1208.97,>16667,201535.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,2578.16,>16667,429702,2.1,24,,,
Lva199,Kiandra,Kiandra B,male,1,0,2.16,26.5,3,4.1,683,683,3,44.78,7463,7463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,1933.52,>16667,322260,2.11,29,,,
Lva200,Ogilvies,Ogilvies C,male,1,0,3.35,30.9,3,3.75,625,625,3,1026.46,>16667,171110.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,27697.66,>16667,4616369,2.39,27,,,
Lva202,Eucumbene,Eucumbene A,male,1,0,3.02,26.2,3,76.5,12750,12753,3,478.29,>16667,79730.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,9346.59,>16667,1557796,0.89,27,,,
Lva203,Ogilvies,Ogilvies B,female,1,0,3.52,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2011,3,10296.07,>16667,1716046,3.7,25,,,
Lva204,Kiandra,Kiandra C,female,0,1,4.18,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,4.27,Survivor,,,
Lva205,Ogilvies,Ogilvies B,male,0,1,3.1,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.01,<2,1.667,0,0,0,0,3,3.36,560.0112,560.0112,3,382.94,>16667,63836.098,3,2128.3,>16667,354787.61,,,,,4/12/2011,3,2443.63,>16667,407280,3.02,75,,,
Lva206,Kiandra,Kiandra A,female,0,1,4.52,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/11/2011,3,4650.56,>16667,775109,4.32,58,,,
Lva207,Greymare,Greymare B,male,1,0,3.48,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,10.71,1785,1785,3.78,29,,,
Lva208,Ogilvies,Ogilvies C,male,1,0,2.38,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,2265.25,>16667,377549,1.65,31,,,
Lva210,Kiandra,Kiandra C,female,1,0,4.33,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2011,3,9993.7,>16667,1665650,3.29,35,,,
Lva212,Kiandra,Kiandra D,female,1,0,8.27,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/11/2011,3,719.13,>16667,119857,6.7,46,,,
Lva213,Kiandra,Kiandra D,male,0,1,3.88,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,1,0,0,0,5,Survivor,,,
Lva214,Eucumbene,Eucumbene A,female,0,1,3.53,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,3,0.56,93,93,4.46,Survivor,,,
Lva215,Kiandra,Kiandra C,female,1,0,2.37,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2011,3,3466.79,>16667,577810,2.46,35,,,
Lva216,Greymare,Greymare C,male,1,0,3.57,31,3,0.18,30,30,3,1.53,255,255,3,35.45,5908.4515,5908.4515,3,26.49,4415.0883,4415.0883,3,144.42,>16667,24074.814,3,11.19,1865.0373,1865.0373,3,3303.97,>16667,550672.6799,,,,,,,,,,,,,19/11/2011,3,3308.97,>16667,551506,3.46,60,,,
Lva217,Kiandra,Kiandra D,female,1,0,8.08,38.1,3,1.12,187,187,3,353.4,>16667,58911.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,2214.76,>16667,369134,6.19,30,,,
Lva218,Greymare,Greymare B,female,0,1,4.51,34.1,0,0,0,0,2,0.007,<2,<2,3,0.08,13.3336,13.3336,2,0.023,<4,3.8341,1,0.01,<2,1.667,3,0.48,80.0016,80.0016,3,10.29,1715.0343,1715.0343,3,250.61,>16667,41776.687,3,317.12,>16667,52863.904,,,,,7/12/2011,3,25527.02,>16667,4254588,4.84,78,,,
Lva219,Greymare,Greymare A,female,1,0,4.93,33.2,3,14.35,2392,2392,3,5803.92,>16667,967513.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,1881.88,>16667,313653,3.95,24,,,
Lva220,Eucumbene,Eucumbene A,female,0,1,4.31,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,5.68,Survivor,,,
Lva221,Greymare,Greymare C,female,0,1,5.94,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,6.63,Survivor,,,
Lva222,Greymare,Greymare D,female,1,0,7.05,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,6969.99,>16667,1161688,6.24,24,,,
Lva223,Eucumbene,Eucumbene B,female,1,0,2.87,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2011,3,900.43,>16667,150075,3.23,35,,,
Lva224,Kiandra,Kiandra B,male,1,0,3.24,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/10/2011,3,2682.43,>16667,447081,2.99,33,,,
Lva225,Greymare,Greymare C,male,1,0,3.64,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,3917.25,>16667,652888,3.41,23,,,
Lva226,Greymare,Greymare C,male,1,0,3.39,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2011,3,3507.62,>16667,584615,3.67,22,,,
Lva227,Ogilvies,Ogilvies C,female,1,0,1.57,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2011,3,8482.44,>16667,1413768,1.58,25,,,
Lva228,Eucumbene,Eucumbene C,male,0,1,2.62,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/11/2011,3,1449.43,>16667,241576,2.18,57,,,
Lva229,Greymare,Greymare D,male,1,0,3.75,31.4,3,2247.51,>16667,374660,3,103.81,>16667,17305.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2011,3,7527.24,>16667,1254565,2.88,28,,,
Lva230,Greymare,Greymare A,female,1,0,4.83,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,1899.25,>16667,316548,3.4,29,,,
Lva231,Ogilvies,Ogilvies A,male,1,0,2.87,27.3,3,36.4,6067,6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,1871.97,>16667,312001,2.19,23,,,
Lva233,Ogilvies,Ogilvies B,female,0,1,5.72,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/11/2011,3,7836.87,>16667,1306171,5.43,57,,,
Lva234,Eucumbene,Eucumbene C,male,1,0,2.64,28.2,3,3.91,652,652,3,509.15,>16667,84875.305,3,204.45,>16667,34081.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,0.18,30,30,2.44,31,,,
Lva235,Greymare,Greymare A,male,1,0,2.9,31.5,3,16.04,2673,2674,3,709.51,>16667,118275.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,9204.76,>16667,1534157,3.06,27,,,
Lva237,Kiandra,Kiandra C,female,1,0,4.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,1735.72,>16667,289292,4.29,34,,,
Lva239,Greymare,Greymare C,male,1,0,3.58,31.9,0,0,0,0,0,0,0,0,3,0.16,26.6672,26.6672,3,0.02,3.3334,3.3334,2,0.01,<2,1.667,0,0,0,0,3,0.02,3.3334,3.3334,0,0,0,0,0,0,0,0,0,0,0,0,Survivor,0,0,0,0,3.83,Survivor,,,
Lva240,Eucumbene,Eucumbene C,female,1,0,4.02,30.3,3,1.22,203,203,3,114.62,>16667,19107.154,3,696.12,>16667,116043.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,3941.38,>16667,656910,3.08,36,,,
Lva241,Eucumbene,Eucumbene A,female,1,0,2.25,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,125.23,>16667,20872,2.19,30,,,
Lva242,Eucumbene,Eucumbene D,female,1,0,4.22,31.3,3,2.01,335,335,3,439.52,>16667,73267.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/10/2011,3,48029.42,>16667,8005063,3.79,26,,,
Lva243,Ogilvies,Ogilvies C,female,1,0,2.75,29.4,3,14.74,2457,2457,3,325.69,>16667,54292.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,4153.89,>16667,692329,2.18,29,,,
Lva244,Kiandra,Kiandra B,male,1,0,4.03,33.4,3,2.84,473,473,3,60.5,10084,10084,3,1329.9,>16667,221694.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/10/2011,3,10727.08,>16667,1787882,3.79,37,,,
Lva245,Kiandra,Kiandra C,male,1,0,2.63,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,10232.06,>16667,1705377,3.13,31,,,
